"state","county","clinton_pctvotes","trump_pctvotes","obama_pctvotes","pct_pop65","pct_black","pct_white","pct_hispanic","pct_asian","highschool","bachelors","income","trump_win"
"TN","Moore County",16.95,79.46,25.19,20.8,2.3,95.4,1.9,0.7,83.1,14.6,46.17,1
"TN","Morgan County",15.8,81.47,26.49,16.1,3.7,94.2,1.2,0.2,79.6,7.4,37.631,1
"TN","Obion County",19.84,77.93,27,18.9,10.8,87.1,3.8,0.4,79.6,14.2,39.467,1
"TN","Overton County",23.71,73.89,36.59,19.4,0.7,97.4,1.3,0.3,75.6,12.6,34.604,1
"TN","Perry County",20.91,75.9,37.85,21,2.4,94.6,2.2,0.3,78.5,13.7,32.845,1
"TN","Pickett County",20.54,77.39,29.07,25.2,0.2,98.7,1.5,0.1,78.9,13,35.184,1
"TN","Polk County",19.2,78.17,30.63,19.4,0.7,97,1.7,0.3,77.4,11.1,39.074,1
"TN","Putnam County",25.4,70.41,30.59,16.2,2.4,94,5.8,1.3,83,22.9,33.709,1
"TN","Rhea County",17.74,79.02,24.82,17.6,2.2,95,4.5,0.5,76.9,12.6,36.741,1
"TN","Roane County",22.4,73.51,28.53,21.2,2.7,94.5,1.7,0.6,83.7,17.3,42.223,1
"TN","Robertson County",24.53,71.71,31.54,13.5,7.8,89.5,6.2,0.7,85.2,17.1,52.792,1
"TN","Rutherford County",34.39,60.49,36.84,9.6,14,79.7,7.2,3.3,89.7,28.3,55.401,1
"TN","Scott County",13.11,84.85,21.78,15.6,0.3,98.2,0.7,0.3,75,10.3,28.401,1
"TN","Sequatchie County",18.55,78.24,28.94,19.2,0.7,97.2,3.4,0.4,80.5,13.5,36.434,1
"TN","Sevier County",17.39,79.08,21.9,17.7,1.2,95.8,5.6,1.2,82.3,15,43.649,1
"TN","Shelby County",62.27,34.64,62.63,11.6,53.3,42.3,6,2.6,86,29,46.25,0
"TN","Smith County",22.78,74.02,34.84,15.4,2.1,95.7,2.6,0.3,78.9,11.1,42.383,1
"TN","Stewart County",23.13,73.14,40.45,18.9,1.9,94.4,2.5,1.1,84.4,11.7,39.781,1
"TN","Sullivan County",19.9,76.14,25.58,20.3,2.4,95.1,1.7,0.7,84.1,20.5,39.479,1
"TN","Sumner County",25.54,70.49,28.42,14.6,7.1,89.5,4.4,1.4,87.1,23.7,55.509,1
"TN","Tipton County",24.73,72.28,29.64,13.1,18.7,78.1,2.5,0.7,85.1,15.1,52.423,1
"TN","Trousdale County",30.01,66.8,42.67,15.5,9.1,87.8,3,0.3,78.5,12.9,43.034,1
"TN","Unicoi County",17.58,79.07,26.97,21.8,0.5,98,4.4,0.2,76.1,12.9,32.292,1
"TN","Union County",16.28,80.98,25.33,16.3,0.3,97.7,1.5,0.2,73.1,8.2,34.399,1
"TN","Van Buren County",22.3,75.3,38.08,20.8,0.7,97.7,1.3,0.2,79.5,10.4,33.547,1
"TN","Warren County",26.06,70.29,36.5,16.8,3.6,93.7,8.3,0.7,76.5,12.1,34.641,1
"TN","Washington County",26.32,69.17,29.83,16.9,4.3,92.1,3.3,1.4,86.5,29.3,42.075,1
"TN","Wayne County",12.27,86.17,21.21,18.3,6.1,92.1,1.8,0.2,75.7,7.9,33.198,1
"TN","Weakley County",22.84,74.22,28.76,17,8.2,88.8,2.3,1.2,83.8,20.1,35.273,1
"TN","White County",18.84,78.32,30.58,19.2,2,95.5,2.1,0.3,78.1,11,34.474,1
"TN","Williamson County",29.6,65.1,25.99,11.6,4.5,90,4.7,3.7,94.6,52.8,89.779,1
"TN","Wilson County",25.51,69.83,28.52,14.5,6.9,89.4,3.7,1.5,88.7,26,60.39,1
"TX","Anderson County",19.89,77.96,23.48,13.8,21.7,75.2,17,0.8,79,10.9,40.653,1
"TX","Andrews County",16.97,79.68,17.74,9.9,2.2,93.9,54.6,0.9,73.6,14.2,57.825,1
"TX","Angelina County",25.24,72.53,27.58,15,15.7,81.2,21.2,1.1,78.2,15,41.354,1
"TX","Aransas County",23.48,73.85,28.02,26.6,2,92.8,26.7,2.1,86,21.7,42.476,1
"TX","Archer County",9.23,88.66,12.61,18.1,1.1,95.7,8.2,0.3,86.5,20,56.452,1
"TX","Armstrong County",6.88,90.86,10.48,21.4,1.7,95.7,8.4,0.2,88.8,24.7,61.635,1
"TX","Atascosa County",34.07,63.2,40.37,13.9,1.4,95.6,62.6,0.6,73.6,14.1,47.543,1
"TX","Austin County",18.92,78.64,19.37,17.6,9.6,87.5,25.9,0.6,85.1,18.6,53.265,1
"TX","Bailey County",22.25,75.28,25.7,15,1.7,93.7,61.1,0.7,65.4,11.1,46.139,1
"TX","Bandera County",16.9,79.89,19.71,24.6,0.9,96,17.9,0.5,86.6,21.9,49.215,1
"TX","Bastrop County",37.36,57.75,40.32,13.7,8,87.1,35,1,80.4,16.3,51.75,1
"TX","Baylor County",12.8,84.92,16.77,25.1,3.1,94.2,12.4,0.2,83.7,24.1,33.445,1
"TX","Bee County",40.71,56.08,43.83,11.4,8.6,88.6,57.8,0.7,70.8,8.2,43.69,1
"TX","Bell County",40.01,55.09,41.18,9.9,22.7,67.7,23.5,3.3,89.5,21.7,50.06,1
"TX","Bexar County",54.47,40.98,51.6,11.3,8.3,85.2,59.3,2.9,82.6,26.3,50.112,0
"TX","Blanco County",21.94,74.3,24.54,22.4,1.1,95.6,18.8,0.5,87,26.8,49.487,1
"TX","Borden County",8.49,90.41,8.84,20.6,0.6,95.7,16.9,0.2,92.1,32.1,71.607,1
"TX","Bosque County",16.38,81.12,18.62,23.9,2,95,17.1,0.6,82,15.4,44.742,1
"TX","Bowie County",25.62,72.27,28.8,15.5,24.7,71,7.3,1.1,86.8,19,42.346,1
"TX","Brazoria County",35.81,60.4,32.26,10.9,13.5,77.5,29.2,6.3,85.3,27.5,67.603,1
"TX","Brazos County",34.89,58.55,31.23,8.3,11.4,80.4,24.8,5.6,85,38.8,38.31,1
"TX","Brewster County",44.23,49.05,45.65,19.4,1.4,93.6,43.1,1.2,84.8,36.1,40.477,1
"TX","Briscoe County",12.4,85.15,16.71,23.9,2.9,94.5,27.7,0.1,75.8,17.8,36.25,1
"TX","Brooks County",74.61,23.61,78.49,18.2,1.1,96.4,89.6,1.4,63.2,10.8,21.865,0
"TX","Brown County",11.62,86.1,13.66,19.3,3.8,93.1,20.9,0.6,85.1,16,39.776,1
"TX","Burleson County",21.47,76.54,26.41,19.2,13.1,84,20.1,0.3,77.7,11.6,45.651,1
"TX","Burnet County",19.87,76.63,21.9,21.1,2.4,94.4,21.9,0.6,84.2,21.9,48.115,1
"TX","Caldwell County",39.82,55.65,43.3,13.3,7,88.9,49.8,1,79,15.7,44.152,1
"TX","Calhoun County",30.44,66.67,37.21,16,3.1,90.1,47.9,4.8,77.5,15.7,47.027,1
"TX","Callahan County",10.22,87.44,14.46,20.1,1.5,95.3,9.4,0.6,86.1,14.7,44.902,1
"TX","Cameron County",64.61,32.06,65.72,12.4,0.9,97.2,88.7,0.8,63.7,15.4,33.179,0
"TX","Camp County",27.74,70.48,32.96,17.3,16.9,78.7,23.4,0.9,76.2,15.2,37.079,1
"TX","Carson County",8.46,88.86,10.52,17.1,0.9,95.5,10,0.5,87.6,21.5,65.026,1
"TX","Cass County",19.39,79.11,24.83,21.2,17.1,80.2,4.3,0.4,84.3,13,35.598,1
"TX","Castro County",26.35,70.79,29.73,14,2.6,94.2,62.7,0.5,68.2,12.8,36.402,1
"TX","Chambers County",17.64,79.7,18.92,10.8,9,87.3,21.3,1.3,85,18,72.489,1
"TX","Cherokee County",20.75,77.22,24.01,16.1,15,80.9,22,0.6,76.7,15.1,38.378,1
"TX","Childress County",12.14,86.47,16.03,15.3,10.1,87,29.5,0.8,88.4,18.6,47.532,1
"TX","Clay County",10.7,87.33,14.64,20.3,0.9,95.5,5.4,0.3,88.5,18.2,53.776,1
"TX","Cochran County",21.09,75.36,27.95,14.9,5.1,90.8,57,0.3,66.1,12.4,38.65,1
"TX","Coke County",9.84,88.9,12.73,26.9,1,95.3,21.1,0.3,85.5,17.4,40.795,1
"TX","Coleman County",10.65,87.4,12.66,23.4,2.8,93.6,17.7,0.5,82.3,15,31.373,1
"TX","Collin County",39.22,56.2,33.46,9.7,9.6,74.2,15.1,12.9,93.4,49.3,82.762,1
"TX","Collingsworth County",12.56,85.18,15.39,17.5,5.9,89,32.4,0.5,79,18.9,41.576,1
"TX","Colorado County",23.31,74.56,25,20.7,13.5,83.5,28.3,0.8,82.2,16.9,45.146,1
"TX","Comal County",23.01,73.08,22.22,17.4,2.3,94.1,26.6,1,89.4,33.3,65.839,1
"TX","Comanche County",15.13,82.57,18.17,22.9,1,96.4,27.3,0.3,76,18.9,36.02,1
"TX","Concho County",13.87,82.94,19.38,15.7,2.6,94.9,56.3,0.4,71.2,10.8,51.411,1
"TX","Cooke County",14.75,82.89,15.67,17.4,3.2,92.6,17,1.1,83.8,19.5,50.067,1
"TX","Coryell County",27.9,67.37,31.06,9,17.4,74.4,17.9,2.2,87.5,15.1,49.819,1
"TX","Cottle County",14.41,83.36,24.36,24.5,10.4,87.6,24.3,0.1,76.2,16.1,34.639,1
"TX","Crane County",21.65,75.81,21.43,11.3,3,93.3,61.9,0.7,68.9,13.6,50.417,1
"TX","Crockett County",26.67,70.25,32.94,15.1,1.9,94.3,64,0.7,64.3,11.1,50.475,1
"TX","Crosby County",27.34,68.93,35.76,18.9,4.4,92.8,54,0.1,69.5,13.8,38.187,1
"TX","Culberson County",59.58,36.75,64.61,16.8,1.3,91,73.5,1.7,70.2,16.5,37.105,0
"TX","Dallam County",14.46,81.95,16.51,8.7,2,93.1,42.9,0.9,72.3,10.4,40.895,1
"TX","Dallas County",61.13,34.89,57.11,9.7,23.1,68,39.3,5.9,77.4,28.6,49.481,0
"TX","Dawson County",23.44,74,27.94,14.7,6.6,90.3,55.5,0.6,68.5,9.4,39.714,1
"TX","Deaf Smith County",28.21,69.29,28.75,11.9,2,94.7,70.6,0.6,69.5,15.6,41.444,1
"TX","Delta County",17.55,80.56,22.5,22,8,86.5,7.2,0.6,85.4,16.2,40.375,1
"TX","Denton County",37.51,57.68,33.28,8.7,9.6,79.3,19,7.7,91.8,40.5,74.155,1
"TX","DeWitt County",17.02,80.77,22.09,19.4,9.5,87.7,33.9,0.6,76.8,12.4,46.454,1
"TX","Dickens County",14.08,83.06,21.2,20.9,6,88.7,29.5,1.1,77.4,13.5,38.401,1
"TX","Dimmit County",67.38,30.2,73.4,14.3,1.7,96.2,85.9,0.6,61.6,9.2,36.681,0
"TX","Donley County",13.01,83.9,14.74,23.3,5.1,92.4,10.9,0.4,85.9,16.7,42.411,1
"TX","Duval County",66.92,31.64,76.7,17.2,1.4,96.9,88.5,0.3,66,6.8,34.131,0
"TX","Eastland County",11.19,86.63,14.94,21.1,2.5,94.6,16,0.6,82,16,34.914,1
"TX","Ector County",28.11,68.67,24.98,9.6,4.9,91.1,57.5,1.1,72.9,13.5,51.466,1
"TX","Edwards County",28.36,69.58,26.27,26,0.8,95.5,54.4,0.7,68.9,24.2,43.839,1
"TX","Ellis County",25.68,71.05,25.68,11.9,9.7,87,25.1,0.7,83.6,20.7,61.952,1
"TX","El Paso County",69.14,25.93,65.64,11.3,4,92.1,81.2,1.3,74,20.7,40.157,0
"TX","Erath County",15.63,81.14,15.76,13.7,1.7,94.6,20.1,0.8,82,24.3,39.586,1
"TX","Falls County",32.15,65.71,37.43,17.3,24.8,71.8,22.5,0.5,74.4,10.7,32.908,1
"TX","Fannin County",17.73,79.65,23.02,18.8,7,89,10.5,0.5,82.4,15,44.355,1
"TX","Fayette County",19.29,78.41,21.94,23.8,6.9,90.4,19.9,0.4,80.2,16.8,48.015,1
"TX","Fisher County",23.4,73.46,31.45,23.1,3.8,92.8,27.9,0.4,80.8,15.2,42.125,1
"TX","Floyd County",22.22,75.23,26.43,18.7,4.2,93.2,56.2,0.4,74.6,17.1,42.279,1
"TX","Foard County",22.11,74.95,28.4,24.9,5.3,92.2,18.7,0.8,78,21.8,33.75,1
"TX","Fort Bend County",51.65,45.02,46.09,9.4,21.1,57.2,24,19,88.5,41.4,85.297,0
"TX","Franklin County",15.27,82.25,17.63,20.3,4.5,91.9,13.7,0.8,83.5,20.3,45.523,1
"TX","Freestone County",19.2,78.8,24.44,18.2,16.5,79.7,14.8,0.8,78.8,11.7,44.502,1
"TX","Frio County",52.22,45.92,59.88,11.6,3.9,92,77.8,2.3,63.9,6.5,35.849,0
"TX","Gaines County",12.95,84.77,13.16,9.3,2.2,94.9,39.5,0.5,59.3,11.9,52.91,1
"TX","Galveston County",36.7,59.33,35.85,12.8,13.6,80.1,23.7,3.4,87.1,28.5,61.877,1
"TX","Garza County",15.19,82.92,17.74,11.4,7.4,90.2,50,0.7,62.3,9.5,47.54,1
"TX","Gillespie County",17.42,79.59,16.39,28.5,0.6,96.7,21.6,0.4,86.5,29.2,53.668,1
"TX","Glasscock County",5.65,91.86,7.61,14.4,1.7,96.4,34.1,0.1,77.9,18.8,69.107,1
"TX","Goliad County",26.21,70.51,32.65,20.3,5.2,92.3,35.7,0.4,85.7,14.2,50.923,1
"TX","Gonzales County",24.86,72.65,29.36,16.1,7.6,89,49.4,0.5,69.3,14.5,39.248,1
"TX","Gray County",9.5,88.25,12,15.3,5.2,90.6,27.1,0.7,80.2,13.5,43.504,1
"TX","Grayson County",21.83,74.94,25.27,17,6.2,88.3,12.6,1.2,86.3,19.6,46.429,1
"TX","Gregg County",28.1,69.37,29.83,14.2,20.5,75.2,18,1.3,82.5,19.9,45.525,1
"TX","Grimes County",23.03,74.15,27.2,16,16.5,80.4,22.8,0.7,78.5,11.1,43.994,1
"TX","Guadalupe County",32,63.78,31.79,13,7.9,86.8,37,1.7,86,24.6,61.958,1
"TX","Hale County",23.74,72.11,25.42,13,5.9,90.5,58.2,0.6,70.2,13.2,41.191,1
"TX","Hall County",15.06,81.82,23.92,23.6,7.5,89.4,34.4,0.4,71.8,14.1,33.006,1
"TX","Hamilton County",13.27,84.68,16.64,25.8,1,95.5,11.3,0.6,81.7,17.8,40.655,1
"TX","Hansford County",8.78,88.85,8.06,14.5,1,96.1,45.4,0.3,76.4,21.8,49.15,1
"TX","Hardeman County",16.48,79.88,20.2,19.8,6.1,89.9,22.8,0.7,80.2,18.6,36.377,1
"TX","Hardin County",12.21,86.09,15.77,15.2,5.7,91.9,5.6,0.7,86.3,15.6,53.013,1
"TX","Harris County",54.22,41.83,49.39,9.2,19.5,70.5,41.8,7,78.7,28.4,53.137,0
"TX","Harrison County",27.04,70.98,32.3,14.9,22.5,73.9,12.3,0.7,84.6,17.8,45.675,1
"TX","Hartley County",8.84,88.79,9.61,14.6,7.5,90.1,26.3,0.7,80.9,20.6,65.75,1
"TX","Haskell County",17.79,79.49,27.47,21.7,4.6,91.8,25.5,0.7,74.3,12.2,36.857,1
"TX","Hays County",46.3,47.16,43.27,10,4.1,90.9,37,1.5,89.3,36.7,58.651,1
"TX","Hemphill County",10.73,86.54,12.72,12.5,0.7,96.3,32.3,0.8,79.3,19.6,56.379,1
"TX","Henderson County",18.92,78.96,22.09,20.8,6.7,90.1,12,0.7,80.7,14.4,40.9,1
"TX","Hidalgo County",68.64,28.1,70.43,10.4,0.9,97,91.2,1.1,61.8,15.9,34.146,0
"TX","Hill County",19.64,78.06,22.81,20.1,6.9,90.1,20.1,0.5,78.7,14.8,40.769,1
"TX","Hockley County",17.26,79.55,20.82,13.5,4.4,92.3,46.7,0.5,77.3,17.4,50.565,1
"TX","Hood County",15.32,81.8,17.06,24.1,0.8,96.2,11.5,0.6,87.1,24.1,55.754,1
"TX","Hopkins County",18.61,79.43,21.78,17.2,7.5,89,16.2,0.7,80.2,15.7,43.657,1
"TX","Houston County",23.83,74.74,27.49,20.6,25.8,71.9,10.9,0.6,80.6,14.8,33.119,1
"TX","Howard County",20.34,76.33,20.28,12.3,7,88.5,40.3,1.2,74.1,12.1,45.612,1
"TX","Hudspeth County",37.2,57.75,44.02,17.2,1.8,94.4,78.2,1.1,54,10.1,22.545,1
"TX","Hunt County",20.21,76.53,23.79,15.4,8.4,87,14.9,1.4,81.8,16.6,44.858,1
"TX","Hutchinson County",10.51,86.62,13.16,14.7,3,92,22.3,0.6,83.4,13.5,44.731,1
"TX","Irion County",11.84,86.84,14.21,18.3,1.5,95,27.5,0.4,82.5,13,50.357,1
"TX","Jack County",9.4,89.04,10.42,16.3,4.2,93.1,16.3,0.6,81.6,10.7,49.038,1
"TX","Jackson County",17.14,80.87,21.28,16.7,7.2,89.7,31.4,0.7,80.6,17.9,49.528,1
"TX","Jasper County",19.34,79.23,25.26,18.2,16.6,80.6,6.6,0.7,83.3,11.2,40.417,1
"TX","Jeff Davis County",35.91,59.06,37.04,29.9,1.9,94.5,33.7,0.4,81.1,35.3,49.056,1
"TX","Jefferson County",48.54,49.02,50.4,13.4,34.3,59.3,18.9,3.9,82.4,17.8,42.568,1
"TX","Jim Hogg County",77.16,20.29,78.04,15.8,0.8,97.2,91.6,0.7,66.1,10.9,36.121,0
"TX","Jim Wells County",54.17,43.83,58.16,14.1,1,96.5,79.7,0.6,70.5,11.1,40.585,0
"TX","Johnson County",19.17,77.48,21.5,13.2,3.2,92.7,20,0.9,83.1,16.7,57.535,1
"TX","Jones County",15.76,81.17,22.02,14.4,13.4,83.2,27.1,0.7,72.4,8.9,41.297,1
"TX","Karnes County",27.34,70.7,31.67,14.5,8.7,89,52.5,0.4,70.8,11.2,42.862,1
"TX","Kaufman County",25.05,72.08,27.31,11.8,10.7,85.4,19.4,1,82.5,17.6,61.194,1
"TX","Kendall County",18.22,78.57,17.12,19.1,1.1,95.7,22.4,1,90,39.7,73.41,1
"TX","Kenedy County",53.23,45.16,49.4,15.3,4.3,93.5,74,0.5,65.3,10.6,43.438,0
"TX","Kent County",13.63,83.14,16.34,26.9,1.1,95.4,18.1,0,83.4,23.1,46.875,1
"TX","Kerr County",20.2,76.47,19.83,26.8,2,94,25.6,1,87.4,28.2,43.601,1
"TX","Kimble County",10.59,87.25,11.48,26.5,0.5,96.8,25.5,0.7,79.1,17.6,43.424,1
"TX","King County",3.14,93.71,3.45,17.6,0,95.4,17.2,0,81.7,20.5,65,1
"TX","Kinney County",32.09,65.73,36.63,25.3,1.8,94.4,56.5,0.6,68.9,14.6,33.257,1
"TX","Kleberg County",49.7,46.02,53.38,12.4,4.4,90.8,71.7,2.4,74.1,23.6,40.566,0
"TX","Knox County",18.19,79.38,21.99,20.7,6.1,90.4,33.6,0.2,78.6,12.5,34.295,1
"TX","Lamar County",19.31,78.47,24.3,18.4,13.5,81.4,7.5,0.7,83.1,16.5,40.104,1
"TX","Lamb County",19.72,77.85,24.41,16.3,5.1,91,54,0.4,70.2,14,36.727,1
"TX","Lampasas County",18.15,78.18,20.41,18,4.1,90.2,18.9,1.3,86,19.8,49.277,1
"TX","La Salle County",54.9,42.46,58.63,13.2,1.1,96.8,84.4,0.5,52.9,5.1,26.756,0
"TX","Lavaca County",13.55,85.01,17.24,21.9,7,90.7,17.7,0.4,79.2,16.3,44.149,1
"TX","Lee County",21.04,76.6,26.24,17.7,11.3,85.5,22.9,0.5,81.6,15.7,51.534,1
"TX","Leon County",12.27,86.28,15.29,23.4,7.5,89.5,14.2,0.8,82.9,14.8,44.452,1
"TX","Liberty County",20.08,78.06,22.88,12.7,10.9,85.7,20.7,0.7,75.1,8.8,47.228,1
"TX","Limestone County",22.86,75.14,29.19,17.5,18.1,78.5,20.8,0.6,79.3,12.4,38.823,1
"TX","Lipscomb County",10.21,87.67,10.19,14.4,1.8,93.2,31.6,0.5,81.6,21.5,57.978,1
"TX","Live Oak County",17.32,80.85,22.27,19.8,4.9,92.3,37.5,0.7,79.6,14.3,42.829,1
"TX","Llano County",17.59,79.82,19.13,33.9,1.3,96,9.8,0.6,86.7,25.4,44.094,1
"TX","Loving County",6.25,89.06,14.06,15.1,0,96.5,20.9,0,89.5,7.9,68.75,1
"TX","Lubbock County",28.51,66.86,28.79,11.8,7.8,87,34,2.3,84.4,27.9,44.397,1
"TX","Lynn County",20.18,77.42,25.05,15.8,2.5,93.4,47.7,0.3,76.1,17.7,44.375,1
"TX","Madison County",20.57,78.19,23.95,14.7,20.3,76,22.2,0.8,78.8,12.5,41.732,1
"TX","Marion County",27.48,70.57,34.82,23.6,22.2,73.9,4.1,0.7,81,12.2,31.967,1
"TX","Martin County",15.16,82.79,15.51,12.2,2.3,94.7,45.6,0.3,70.1,10.9,42.607,1
"TX","Mason County",17.19,80.66,19.34,27.4,1,96.9,23.8,0.2,82,26.5,46.865,1
"TX","Matagorda County",28.5,69.17,32.8,15.8,11.5,83.5,40.4,2.2,78.1,14.5,43.096,1
"TX","Maverick County",76.52,20.72,78.6,11.4,0.6,96.9,95.1,0.5,56.6,12.2,31.395,0
"TX","McCulloch County",15.55,82.5,17.94,21.7,2.8,94.4,31.1,0.6,77.1,15,39.194,1
"TX","McLennan County",34.56,61.65,34.48,13.4,15.1,80.3,25.2,1.6,82.3,21.7,41.922,1
"TX","McMullen County",8.05,91.35,13.19,22.9,1.4,95,37.8,0.5,67,6.8,39.5,1
"TX","Medina County",26.9,70.13,29.85,15.5,2.8,93.9,50.9,0.9,80.5,20,55.326,1
"TX","Menard County",17.79,79.19,20.09,30.1,1.7,95.9,35.4,0.3,75.3,18.8,31.215,1
"TX","Midland County",20.5,75.68,18.57,10.2,6.8,88.9,42.4,1.6,81.8,24.4,62.993,1
"TX","Milam County",23.72,73.66,32.02,19.4,10,86.7,25.5,0.7,81.2,14.4,37.391,1
"TX","Mills County",10.81,87.09,12.7,25.2,1.1,96.5,17.3,0.2,81.5,21.9,44.213,1
"TX","Mitchell County",16.12,81.28,23.18,13.8,11.9,84.1,39.2,0.7,75.3,8.3,42.045,1
"TX","Montague County",10.29,87.47,14.42,21.5,0.8,96,10.5,0.4,82,16.6,44.231,1
"TX","Montgomery County",22.52,73.95,19.01,12,4.9,89.6,22.5,2.7,86.3,30.7,67.766,1
"TX","Moore County",20.83,75.52,19.33,10.2,3,85.5,52.8,8.6,67.5,13.2,51.181,1
"TX","Morris County",28.71,69.36,36.19,21,23,73.1,9.1,0.5,82,13.1,37.849,1
"TX","Motley County",6.45,92.1,9.18,28.4,2.1,95.1,16.5,0.9,86.8,18.1,35.845,1
"TX","Nacogdoches County",30.41,65.76,31.27,13.1,18.3,77.3,18.5,1.7,80.5,24.3,36.777,1
"TX","Navarro County",24.4,73.15,28.39,16.2,14,81.5,25.6,0.8,78.6,16.5,40.795,1
"TX","Newton County",24.39,73.84,27.81,17.7,20.1,76.9,3.6,0.7,85.1,7.5,37.246,1
"TX","Nolan County",21.69,74.85,26.63,16.9,5.2,91.6,36,0.7,78.7,12.5,36.806,1
"TX","Nueces County",47.23,48.77,47.68,13,4.4,91.2,62.4,2,79.8,20,47.057,1
"TX","Ochiltree County",9.19,88.16,8.46,10.3,1,95.4,51.5,0.8,69.5,15.3,49.964,1
"TX","Oldham County",8.25,89.95,8.21,13.9,3.6,92.3,14.6,1.2,87.3,31.3,48.929,1
"TX","Orange County",18,79.93,22.28,15.1,8.8,87.8,6.9,1.1,86.2,13,49.507,1
"TX","Palo Pinto County",16.71,80.81,19.39,18.2,2.5,94.2,19.8,0.7,79.4,15.1,41.67,1
"TX","Panola County",17.62,81.1,21.63,16.9,16,81,9.1,0.5,83.5,11.8,52.453,1
"TX","Parker County",14.76,82.31,16.48,14.8,1.7,95.1,11.4,0.7,88.1,25,64.515,1
"TX","Parmer County",30.09,67.81,20.75,12.7,1.7,94.4,62.1,0.5,62.5,16.2,44.943,1
"TX","Pecos County",37.22,59.11,38.37,12.4,4.4,92.2,67.6,1.2,68.7,12.7,47.019,1
"TX","Polk County",20.68,77.19,25.38,19.9,11.4,84.1,14.4,0.7,76.9,11.3,37.855,1
"TX","Potter County",26.9,68.83,26.93,11.6,10.6,81.1,37.4,4.8,75.7,15.6,37.951,1
"TX","Presidio County",66.18,29.6,70.41,21,1.5,94.3,82.7,1.6,54.7,23.6,29.634,0
"TX","Rains County",13.37,84.64,18.55,23.6,2.9,93.6,8.2,0.8,82.2,11,44.478,1
"TX","Randall County",15.5,80.61,15.23,13.6,3.2,92.5,19.5,1.7,91.1,30.2,58.529,1
"TX","Reagan County",18.56,78.78,18.74,10.3,3.9,92.1,65.9,0.7,61.2,10.6,61.25,1
"TX","Real County",15.61,82.36,18.07,28.5,0.9,94.7,26.7,0.3,76.6,19.5,33.885,1
"TX","Red River County",22.3,76.24,29.21,22.8,17.4,79,7.2,0.3,76.7,14.5,31.712,1
"TX","Reeves County",52.1,44.5,57.52,12,5.5,91.6,74.4,1.1,63.2,10.5,40.571,0
"TX","Refugio County",35.11,62.14,37.34,20.7,6.7,90,49.8,0.8,78.6,11.2,44.548,1
"TX","Roberts County",3.64,95.27,5.69,18.6,0.5,96.6,10.9,0.2,92.6,33.2,67.321,1
"TX","Robertson County",31.43,66.55,38.36,18.5,20.6,76,19.7,0.8,76.3,15.8,40.601,1
"TX","Rockwall County",24.37,71.84,22.75,11.8,6.1,88.4,17,2.8,91.2,36.5,86.119,1
"TX","Runnels County",12.01,86.08,14.11,20.6,2.6,93.8,33.9,0.7,77.6,14.9,37.667,1
"TX","Rusk County",20.72,77.26,24.01,15.1,17.7,78.9,16.1,0.7,79.8,13.8,45.752,1
"TX","Sabine County",13.23,86,17.63,28.6,7.5,89.8,4.3,0.4,80.3,13.4,32.963,1
"TX","San Augustine County",25.46,73.53,32.33,25.3,22.8,74.7,7.4,0.5,77.2,12.4,28.39,1
"TX","San Jacinto County",19.74,78.12,25.08,20,10.3,86.2,12.7,0.5,78.9,12,46.107,1
"TX","San Patricio County",36.37,60.45,39.14,14.2,2.2,94.2,56,1.1,77,14.7,50.657,1
"TX","San Saba County",12.45,86.02,14.32,22.8,2.5,94.4,29.1,0.3,81,13.1,37.743,1
"TX","Schleicher County",19.83,77.7,21.78,15.1,1.8,95.4,52.2,0.5,76.3,21.9,50.648,1
"TX","Scurry County",13.93,83.69,16.67,13.7,5.1,91.4,39.3,0.8,76.1,14.4,47.513,1
"TX","Shackelford County",6.86,91.74,9.61,18.5,1.4,95.9,11.5,0.4,87.1,25.4,47.277,1
"TX","Shelby County",19.37,79.05,25.03,16.1,17.6,79.2,18,1,77.5,13.7,37.081,1
"TX","Sherman County",10.29,86.5,11.66,14,1.2,95.4,42.2,0.6,77,20,48.185,1
"TX","Smith County",26.61,70.5,26.06,15.5,17.9,78.1,18.7,1.5,85.2,24.5,47.432,1
"TX","Somervell County",13.93,82.71,17.37,18.1,1.2,94.2,19.4,1,84.4,29,55.269,1
"TX","Starr County",79.09,18.97,86.42,11.3,0.4,98.8,95.8,0.3,45,8.6,24.927,0
"TX","Stephens County",10.08,87.84,13.94,19.1,2.6,94.7,22.9,0.5,80.6,15.6,41.728,1
"TX","Sterling County",11.06,86.73,6.28,16.7,1.3,94.3,38,0.1,76.9,22.3,50.543,1
"TX","Stonewall County",19.26,79.17,23.7,25.8,3.8,92.4,15.6,0.9,74.6,20.2,42.429,1
"TX","Sutton County",22.12,75.97,24.78,16.1,0.9,96.8,60.8,0.4,76.9,17.9,53.806,1
"TX","Swisher County",21.1,76.3,25.56,18.1,8.3,88.4,42.1,0.4,78.3,16.3,36.753,1
"TX","Tarrant County",43.45,52.15,41.43,10.2,16.2,75.2,27.8,5.3,84.5,29.5,56.853,1
"TX","Taylor County",22.2,73.28,22.53,13.9,7.8,86.6,23.6,1.9,85.4,24.4,44.891,1
"TX","Terrell County",32.04,65.68,33.27,23,1.9,91.8,48.9,2.4,74.5,17.4,39.479,1
"TX","Terry County",24.05,73.45,28.57,14.6,5.2,91.9,53.2,0.6,69.1,15.5,37.679,1
